id,date,username,text,like_count,retweet_count,cleaned,sentiment,sentiment_label
241,2023-09-21,nctzenlife,BLACKPINK in your area! 💖,482,14,blackpink in your area! 💖,0.0,netral
242,2023-12-18,armyforever,EXO still kings of KPOP 🔥,631,214,exo still kings of kpop 🔥,0.0,netral
243,2023-01-18,midzy,"Enhypen growing so fast, proud! #ENGENE",182,441,"enhypen growing so fast, proud! #engene",0.6,positif
244,2023-10-14,vipfan,Itzy charisma is no joke #MIDZY,868,138,itzy charisma is no joke #midzy,0.0,netral
245,2023-01-23,reveluv,Itzy charisma is no joke #MIDZY,523,460,itzy charisma is no joke #midzy,0.0,netral
246,2023-10-04,nctzenlife,BLACKPINK in your area! 💖,148,357,blackpink in your area! 💖,0.0,netral
247,2023-09-21,blinkkpop,Red Velvet vocals are insane 🎶 #ReVeluv,445,209,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
248,2023-04-29,armylover,Seventeen world tour is amazing! #CARAT,908,250,seventeen world tour is amazing! #carat,0.7500000000000001,positif
249,2023-06-24,armyforever,SHINee forever kings #Shawol,426,272,shinee forever kings #shawol,0.0,netral
250,2023-03-18,neverland,BTS paved the way #Army,803,431,bts paved the way #army,0.0,netral
251,2023-09-15,buddyfan,NCT comeback soon! Can't wait 😍,848,374,nct comeback soon! can't wait 😍,0.0,netral
252,2023-04-01,reveluv,BIGBANG changed KPOP industry #VIP,927,28,bigbang changed kpop industry #vip,0.0,netral
253,2023-02-08,midzy,BLACKPINK just dropped a new MV 🔥 #KPOP,252,266,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
254,2023-09-13,blinkkpop,NCT comeback soon! Can't wait 😍,513,16,nct comeback soon! can't wait 😍,0.0,netral
255,2023-04-08,armylover,LOONA legends #Orbit,813,42,loona legends #orbit,0.0,netral
256,2023-02-16,midzy,TXT are the future of KPOP 💙,114,498,txt are the future of kpop 💙,0.0,netral
257,2023-02-17,caratdiamond,Stray Kids are dominating the stage! #STAY,942,66,stray kids are dominating the stage! #stay,0.0,netral
258,2023-10-08,reveluv,EXO still kings of KPOP 🔥,263,240,exo still kings of kpop 🔥,0.0,netral
259,2023-07-23,neverland,NCT comeback soon! Can't wait 😍,854,379,nct comeback soon! can't wait 😍,0.0,netral
260,2023-09-11,fearless,BLACKPINK in your area! 💖,907,132,blackpink in your area! 💖,0.0,netral
261,2023-03-04,shawol,"Enhypen growing so fast, proud! #ENGENE",781,174,"enhypen growing so fast, proud! #engene",0.6,positif
262,2023-05-09,shawol,LOONA legends #Orbit,253,156,loona legends #orbit,0.0,netral
263,2023-03-25,armyblink,LE SSERAFIM slaying stages #FEARLESS,431,158,le sserafim slaying stages #fearless,0.0,netral
264,2023-09-28,vipfan,BTS paved the way #Army,462,259,bts paved the way #army,0.0,netral
265,2023-03-22,orbitluv,LE SSERAFIM slaying stages #FEARLESS,915,279,le sserafim slaying stages #fearless,0.0,netral
266,2023-08-18,moaarmy,Seventeen world tour is amazing! #CARAT,849,307,seventeen world tour is amazing! #carat,0.7500000000000001,positif
267,2023-12-23,exolegend,BLACKPINK just dropped a new MV 🔥 #KPOP,450,133,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
268,2023-09-12,neverland,BTS x BLACKPINK collab dream? 😱,522,318,bts x blackpink collab dream? 😱,0.0,netral
269,2023-06-21,moaarmy,Seventeen world tour is amazing! #CARAT,860,181,seventeen world tour is amazing! #carat,0.7500000000000001,positif
270,2023-06-12,orbitluv,LOONA legends #Orbit,273,228,loona legends #orbit,0.0,netral
271,2023-04-30,shawol,BLACKPINK just dropped a new MV 🔥 #KPOP,499,424,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
272,2023-11-12,oncefan,LE SSERAFIM slaying stages #FEARLESS,707,187,le sserafim slaying stages #fearless,0.0,netral
273,2023-10-01,midzy,BLACKPINK just dropped a new MV 🔥 #KPOP,636,430,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
274,2023-05-27,oncefan,BTS paved the way #Army,268,324,bts paved the way #army,0.0,netral
275,2023-05-13,engene,TXT are the future of KPOP 💙,181,105,txt are the future of kpop 💙,0.0,netral
276,2023-07-06,fearless,Idle rising so strong #Neverland,835,216,idle rising so strong #neverland,0.43333333333333335,positif
277,2023-01-30,shawol,Seventeen world tour is amazing! #CARAT,217,126,seventeen world tour is amazing! #carat,0.7500000000000001,positif
278,2023-12-09,fearless,BTS x BLACKPINK collab dream? 😱,347,166,bts x blackpink collab dream? 😱,0.0,netral
279,2023-01-04,fearless,Twice performance is so powerful #ONCE,191,157,twice performance is so powerful #once,0.3,positif
280,2023-09-13,caratdiamond,I love BTS so much! KPOP forever 💜,92,75,i love bts so much! kpop forever 💜,0.375,positif
281,2023-08-21,stayforever,Idle rising so strong #Neverland,500,15,idle rising so strong #neverland,0.43333333333333335,positif
282,2023-07-04,engene,TXT are the future of KPOP 💙,311,85,txt are the future of kpop 💙,0.0,netral
283,2023-04-18,buddyfan,BTS x BLACKPINK collab dream? 😱,885,231,bts x blackpink collab dream? 😱,0.0,netral
284,2023-07-25,oncefan,Seventeen world tour is amazing! #CARAT,856,57,seventeen world tour is amazing! #carat,0.7500000000000001,positif
285,2023-09-10,armyblink,NCT comeback soon! Can't wait 😍,910,152,nct comeback soon! can't wait 😍,0.0,netral
286,2023-10-10,orbitluv,"Enhypen growing so fast, proud! #ENGENE",586,387,"enhypen growing so fast, proud! #engene",0.6,positif
287,2023-10-21,blinkqueen,BLACKPINK in your area! 💖,919,411,blackpink in your area! 💖,0.0,netral
288,2023-09-19,armyforever,GFriend songs always touch my heart 💕,499,63,gfriend songs always touch my heart 💕,0.0,netral
289,2023-07-11,armylover,BIGBANG changed KPOP industry #VIP,418,422,bigbang changed kpop industry #vip,0.0,netral
290,2023-11-21,orbitluv,Idle rising so strong #Neverland,662,58,idle rising so strong #neverland,0.43333333333333335,positif
291,2023-02-13,nctzenlife,GFriend songs always touch my heart 💕,385,295,gfriend songs always touch my heart 💕,0.0,netral
292,2023-01-14,armylover,"Enhypen growing so fast, proud! #ENGENE",536,47,"enhypen growing so fast, proud! #engene",0.6,positif
293,2023-07-16,orbitluv,LE SSERAFIM slaying stages #FEARLESS,302,207,le sserafim slaying stages #fearless,0.0,netral
294,2023-11-19,nctzenlife,Itzy charisma is no joke #MIDZY,717,281,itzy charisma is no joke #midzy,0.0,netral
295,2023-03-18,fearless,SHINee forever kings #Shawol,152,225,shinee forever kings #shawol,0.0,netral
296,2023-12-13,exolegend,Red Velvet vocals are insane 🎶 #ReVeluv,299,166,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
297,2023-08-04,fearless,Idle rising so strong #Neverland,602,441,idle rising so strong #neverland,0.43333333333333335,positif
298,2023-06-15,stayforever,LE SSERAFIM slaying stages #FEARLESS,388,269,le sserafim slaying stages #fearless,0.0,netral
299,2023-08-11,nctzenlife,Twice performance is so powerful #ONCE,333,38,twice performance is so powerful #once,0.3,positif
300,2023-02-05,nctzenlife,SHINee forever kings #Shawol,614,354,shinee forever kings #shawol,0.0,netral
301,2023-02-01,oncefan,BLACKPINK just dropped a new MV 🔥 #KPOP,967,287,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
302,2023-11-20,stayforever,LOONA legends #Orbit,861,140,loona legends #orbit,0.0,netral
303,2023-05-14,vipfan,I love BTS so much! KPOP forever 💜,499,213,i love bts so much! kpop forever 💜,0.375,positif
304,2023-04-29,blinkkpop,NCT comeback soon! Can't wait 😍,462,332,nct comeback soon! can't wait 😍,0.0,netral
305,2023-10-16,nctzenlife,Twice performance is so powerful #ONCE,319,321,twice performance is so powerful #once,0.3,positif
306,2023-03-09,blinkkpop,LOONA legends #Orbit,102,474,loona legends #orbit,0.0,netral
307,2023-10-10,moaarmy,SHINee forever kings #Shawol,826,426,shinee forever kings #shawol,0.0,netral
308,2023-04-20,midzy,I love BTS so much! KPOP forever 💜,91,232,i love bts so much! kpop forever 💜,0.375,positif
309,2023-01-11,stayforever,I love BTS so much! KPOP forever 💜,771,301,i love bts so much! kpop forever 💜,0.375,positif
310,2023-07-13,shawol,BTS x BLACKPINK collab dream? 😱,526,439,bts x blackpink collab dream? 😱,0.0,netral
311,2023-06-04,shawol,LOONA legends #Orbit,206,238,loona legends #orbit,0.0,netral
312,2023-05-19,armylover,BTS paved the way #Army,703,500,bts paved the way #army,0.0,netral
313,2023-08-21,vipfan,BIGBANG changed KPOP industry #VIP,114,34,bigbang changed kpop industry #vip,0.0,netral
314,2023-05-26,shawol,Itzy charisma is no joke #MIDZY,941,289,itzy charisma is no joke #midzy,0.0,netral
315,2023-09-24,shawol,SHINee forever kings #Shawol,728,482,shinee forever kings #shawol,0.0,netral
316,2023-01-16,orbitluv,SHINee forever kings #Shawol,425,179,shinee forever kings #shawol,0.0,netral
317,2023-02-14,blinkqueen,BIGBANG changed KPOP industry #VIP,165,71,bigbang changed kpop industry #vip,0.0,netral
318,2023-06-23,oncefan,I love BTS so much! KPOP forever 💜,983,129,i love bts so much! kpop forever 💜,0.375,positif
319,2023-08-16,midzy,Idle rising so strong #Neverland,495,16,idle rising so strong #neverland,0.43333333333333335,positif
320,2023-08-03,midzy,EXO still kings of KPOP 🔥,60,308,exo still kings of kpop 🔥,0.0,netral
321,2023-04-21,reveluv,Idle rising so strong #Neverland,281,338,idle rising so strong #neverland,0.43333333333333335,positif
322,2023-03-06,buddyfan,LE SSERAFIM slaying stages #FEARLESS,165,425,le sserafim slaying stages #fearless,0.0,netral
323,2023-08-13,reveluv,LE SSERAFIM slaying stages #FEARLESS,388,152,le sserafim slaying stages #fearless,0.0,netral
324,2023-05-15,caratdiamond,"Enhypen growing so fast, proud! #ENGENE",762,307,"enhypen growing so fast, proud! #engene",0.6,positif
325,2023-07-31,shawol,Seventeen world tour is amazing! #CARAT,927,60,seventeen world tour is amazing! #carat,0.7500000000000001,positif
326,2023-06-06,blinkqueen,Twice performance is so powerful #ONCE,240,84,twice performance is so powerful #once,0.3,positif
327,2023-05-23,nctzenlife,Idle rising so strong #Neverland,992,363,idle rising so strong #neverland,0.43333333333333335,positif
328,2023-10-19,oncefan,"Enhypen growing so fast, proud! #ENGENE",413,63,"enhypen growing so fast, proud! #engene",0.6,positif
329,2023-03-08,midzy,LOONA legends #Orbit,698,348,loona legends #orbit,0.0,netral
330,2023-12-01,vipfan,BLACKPINK in your area! 💖,995,112,blackpink in your area! 💖,0.0,netral
331,2023-01-22,neverland,GFriend songs always touch my heart 💕,912,293,gfriend songs always touch my heart 💕,0.0,netral
332,2023-05-11,blinkkpop,Red Velvet vocals are insane 🎶 #ReVeluv,992,215,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
333,2023-05-16,stayforever,BLACKPINK in your area! 💖,203,12,blackpink in your area! 💖,0.0,netral
334,2023-10-07,oncefan,LE SSERAFIM slaying stages #FEARLESS,462,452,le sserafim slaying stages #fearless,0.0,netral
335,2023-06-19,armyblink,Idle rising so strong #Neverland,803,145,idle rising so strong #neverland,0.43333333333333335,positif
336,2023-04-15,midzy,NCT comeback soon! Can't wait 😍,292,346,nct comeback soon! can't wait 😍,0.0,netral
337,2023-09-22,armyblink,Red Velvet vocals are insane 🎶 #ReVeluv,618,342,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
338,2023-10-13,moaarmy,LOONA legends #Orbit,255,230,loona legends #orbit,0.0,netral
339,2023-05-11,fearless,NCT comeback soon! Can't wait 😍,258,132,nct comeback soon! can't wait 😍,0.0,netral
340,2023-02-03,shawol,BTS x BLACKPINK collab dream? 😱,370,349,bts x blackpink collab dream? 😱,0.0,netral
341,2023-08-19,moaarmy,BIGBANG changed KPOP industry #VIP,973,268,bigbang changed kpop industry #vip,0.0,netral
342,2023-07-29,reveluv,EXO still kings of KPOP 🔥,716,275,exo still kings of kpop 🔥,0.0,netral
343,2023-04-01,moaarmy,BTS paved the way #Army,726,121,bts paved the way #army,0.0,netral
344,2023-07-08,moaarmy,Idle rising so strong #Neverland,197,397,idle rising so strong #neverland,0.43333333333333335,positif
345,2023-12-25,reveluv,Twice performance is so powerful #ONCE,896,276,twice performance is so powerful #once,0.3,positif
346,2023-12-29,vipfan,LE SSERAFIM slaying stages #FEARLESS,921,150,le sserafim slaying stages #fearless,0.0,netral
347,2023-10-10,vipfan,Seventeen world tour is amazing! #CARAT,276,458,seventeen world tour is amazing! #carat,0.7500000000000001,positif
348,2023-02-04,orbitluv,BTS x BLACKPINK collab dream? 😱,171,258,bts x blackpink collab dream? 😱,0.0,netral
349,2023-09-04,caratdiamond,BIGBANG changed KPOP industry #VIP,78,490,bigbang changed kpop industry #vip,0.0,netral
350,2023-07-18,oncefan,Stray Kids are dominating the stage! #STAY,802,330,stray kids are dominating the stage! #stay,0.0,netral
351,2023-06-09,orbitluv,Twice performance is so powerful #ONCE,782,370,twice performance is so powerful #once,0.3,positif
352,2023-09-14,orbitluv,BTS paved the way #Army,132,42,bts paved the way #army,0.0,netral
353,2023-11-13,armyblink,LE SSERAFIM slaying stages #FEARLESS,675,459,le sserafim slaying stages #fearless,0.0,netral
354,2023-05-14,nctzenlife,Twice performance is so powerful #ONCE,400,441,twice performance is so powerful #once,0.3,positif
355,2023-09-19,nctzenlife,I love BTS so much! KPOP forever 💜,729,321,i love bts so much! kpop forever 💜,0.375,positif
356,2023-11-16,buddyfan,BLACKPINK in your area! 💖,981,228,blackpink in your area! 💖,0.0,netral
357,2023-08-10,caratdiamond,TXT are the future of KPOP 💙,487,319,txt are the future of kpop 💙,0.0,netral
358,2023-08-23,buddyfan,GFriend songs always touch my heart 💕,363,417,gfriend songs always touch my heart 💕,0.0,netral
359,2023-03-11,reveluv,BTS x BLACKPINK collab dream? 😱,389,63,bts x blackpink collab dream? 😱,0.0,netral
360,2023-05-27,armylover,GFriend songs always touch my heart 💕,57,351,gfriend songs always touch my heart 💕,0.0,netral
361,2023-12-29,shawol,BLACKPINK just dropped a new MV 🔥 #KPOP,475,74,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
362,2023-03-17,buddyfan,BIGBANG changed KPOP industry #VIP,323,32,bigbang changed kpop industry #vip,0.0,netral
363,2023-02-28,blinkqueen,I love BTS so much! KPOP forever 💜,749,444,i love bts so much! kpop forever 💜,0.375,positif
364,2023-11-20,neverland,BLACKPINK just dropped a new MV 🔥 #KPOP,91,441,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
365,2023-09-24,neverland,Itzy charisma is no joke #MIDZY,878,34,itzy charisma is no joke #midzy,0.0,netral
366,2023-07-12,midzy,BTS paved the way #Army,341,310,bts paved the way #army,0.0,netral
367,2023-08-09,caratdiamond,Seventeen world tour is amazing! #CARAT,225,377,seventeen world tour is amazing! #carat,0.7500000000000001,positif
368,2023-08-26,armyblink,SHINee forever kings #Shawol,398,58,shinee forever kings #shawol,0.0,netral
369,2023-12-10,oncefan,"Enhypen growing so fast, proud! #ENGENE",222,185,"enhypen growing so fast, proud! #engene",0.6,positif
370,2023-07-22,shawol,EXO still kings of KPOP 🔥,102,34,exo still kings of kpop 🔥,0.0,netral
371,2023-08-11,buddyfan,Itzy charisma is no joke #MIDZY,674,402,itzy charisma is no joke #midzy,0.0,netral
372,2023-07-05,buddyfan,"Enhypen growing so fast, proud! #ENGENE",444,328,"enhypen growing so fast, proud! #engene",0.6,positif
373,2023-12-23,midzy,NCT comeback soon! Can't wait 😍,351,108,nct comeback soon! can't wait 😍,0.0,netral
374,2023-04-09,caratdiamond,GFriend songs always touch my heart 💕,302,355,gfriend songs always touch my heart 💕,0.0,netral
375,2023-01-23,fearless,BLACKPINK just dropped a new MV 🔥 #KPOP,596,425,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
376,2023-02-10,reveluv,NCT comeback soon! Can't wait 😍,272,175,nct comeback soon! can't wait 😍,0.0,netral
377,2023-07-15,armyforever,LOONA legends #Orbit,692,296,loona legends #orbit,0.0,netral
378,2023-06-20,neverland,BLACKPINK in your area! 💖,884,347,blackpink in your area! 💖,0.0,netral
379,2023-06-07,fearless,Stray Kids are dominating the stage! #STAY,406,446,stray kids are dominating the stage! #stay,0.0,netral
380,2023-09-10,armyblink,BTS paved the way #Army,873,316,bts paved the way #army,0.0,netral
381,2023-01-13,buddyfan,BLACKPINK just dropped a new MV 🔥 #KPOP,79,132,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
382,2023-06-11,moaarmy,Idle rising so strong #Neverland,501,206,idle rising so strong #neverland,0.43333333333333335,positif
383,2023-08-23,buddyfan,LE SSERAFIM slaying stages #FEARLESS,352,368,le sserafim slaying stages #fearless,0.0,netral
384,2023-03-08,stayforever,I love BTS so much! KPOP forever 💜,512,43,i love bts so much! kpop forever 💜,0.375,positif
385,2023-08-16,midzy,GFriend songs always touch my heart 💕,626,249,gfriend songs always touch my heart 💕,0.0,netral
386,2023-12-28,moaarmy,Red Velvet vocals are insane 🎶 #ReVeluv,479,338,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
387,2023-05-06,armylover,Red Velvet vocals are insane 🎶 #ReVeluv,994,182,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
388,2023-03-15,stayforever,EXO still kings of KPOP 🔥,397,229,exo still kings of kpop 🔥,0.0,netral
389,2023-04-26,shawol,Idle rising so strong #Neverland,594,404,idle rising so strong #neverland,0.43333333333333335,positif
390,2023-04-22,orbitluv,"Enhypen growing so fast, proud! #ENGENE",469,31,"enhypen growing so fast, proud! #engene",0.6,positif
391,2023-08-12,exolegend,EXO still kings of KPOP 🔥,922,88,exo still kings of kpop 🔥,0.0,netral
392,2023-07-08,caratdiamond,LE SSERAFIM slaying stages #FEARLESS,993,413,le sserafim slaying stages #fearless,0.0,netral
393,2023-02-17,neverland,BIGBANG changed KPOP industry #VIP,959,406,bigbang changed kpop industry #vip,0.0,netral
394,2023-05-26,reveluv,TXT are the future of KPOP 💙,56,230,txt are the future of kpop 💙,0.0,netral
395,2023-10-29,midzy,I love BTS so much! KPOP forever 💜,905,357,i love bts so much! kpop forever 💜,0.375,positif
396,2023-08-13,armyforever,Twice performance is so powerful #ONCE,119,92,twice performance is so powerful #once,0.3,positif
397,2023-08-23,nctzenlife,LE SSERAFIM slaying stages #FEARLESS,585,276,le sserafim slaying stages #fearless,0.0,netral
398,2023-01-26,midzy,GFriend songs always touch my heart 💕,208,173,gfriend songs always touch my heart 💕,0.0,netral
399,2023-09-29,armyblink,LOONA legends #Orbit,872,340,loona legends #orbit,0.0,netral
400,2023-04-02,moaarmy,BTS x BLACKPINK collab dream? 😱,534,361,bts x blackpink collab dream? 😱,0.0,netral
401,2023-04-05,exolegend,Stray Kids are dominating the stage! #STAY,78,81,stray kids are dominating the stage! #stay,0.0,netral
402,2023-02-11,blinkkpop,LOONA legends #Orbit,923,285,loona legends #orbit,0.0,netral
403,2023-09-01,vipfan,Twice performance is so powerful #ONCE,982,368,twice performance is so powerful #once,0.3,positif
404,2023-05-15,armyblink,BTS x BLACKPINK collab dream? 😱,380,195,bts x blackpink collab dream? 😱,0.0,netral
405,2023-11-17,armylover,Idle rising so strong #Neverland,136,213,idle rising so strong #neverland,0.43333333333333335,positif
406,2023-06-24,nctzenlife,BIGBANG changed KPOP industry #VIP,143,365,bigbang changed kpop industry #vip,0.0,netral
407,2023-07-10,fearless,TXT are the future of KPOP 💙,340,355,txt are the future of kpop 💙,0.0,netral
408,2023-05-30,moaarmy,Idle rising so strong #Neverland,590,23,idle rising so strong #neverland,0.43333333333333335,positif
409,2023-03-22,engene,GFriend songs always touch my heart 💕,716,73,gfriend songs always touch my heart 💕,0.0,netral
410,2023-04-16,armyblink,NCT comeback soon! Can't wait 😍,162,400,nct comeback soon! can't wait 😍,0.0,netral
411,2023-01-08,armylover,TXT are the future of KPOP 💙,656,228,txt are the future of kpop 💙,0.0,netral
412,2023-02-15,orbitluv,LE SSERAFIM slaying stages #FEARLESS,741,111,le sserafim slaying stages #fearless,0.0,netral
413,2023-04-19,orbitluv,Idle rising so strong #Neverland,74,46,idle rising so strong #neverland,0.43333333333333335,positif
414,2023-04-28,moaarmy,LE SSERAFIM slaying stages #FEARLESS,779,242,le sserafim slaying stages #fearless,0.0,netral
415,2023-07-12,blinkqueen,BIGBANG changed KPOP industry #VIP,567,25,bigbang changed kpop industry #vip,0.0,netral
416,2023-01-22,moaarmy,TXT are the future of KPOP 💙,242,10,txt are the future of kpop 💙,0.0,netral
417,2023-02-08,nctzenlife,BIGBANG changed KPOP industry #VIP,732,214,bigbang changed kpop industry #vip,0.0,netral
418,2023-03-21,stayforever,Seventeen world tour is amazing! #CARAT,272,222,seventeen world tour is amazing! #carat,0.7500000000000001,positif
419,2023-11-20,reveluv,Twice performance is so powerful #ONCE,716,336,twice performance is so powerful #once,0.3,positif
420,2023-01-30,shawol,Stray Kids are dominating the stage! #STAY,872,315,stray kids are dominating the stage! #stay,0.0,netral
421,2023-01-17,armylover,BLACKPINK just dropped a new MV 🔥 #KPOP,233,382,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
422,2023-07-15,shawol,"Enhypen growing so fast, proud! #ENGENE",512,479,"enhypen growing so fast, proud! #engene",0.6,positif
423,2023-11-08,midzy,I love BTS so much! KPOP forever 💜,446,25,i love bts so much! kpop forever 💜,0.375,positif
424,2023-10-21,exolegend,LOONA legends #Orbit,846,480,loona legends #orbit,0.0,netral
425,2023-08-02,armyforever,Idle rising so strong #Neverland,499,360,idle rising so strong #neverland,0.43333333333333335,positif
426,2023-11-16,midzy,Twice performance is so powerful #ONCE,628,121,twice performance is so powerful #once,0.3,positif
427,2023-11-20,blinkkpop,Itzy charisma is no joke #MIDZY,874,456,itzy charisma is no joke #midzy,0.0,netral
428,2023-05-05,neverland,SHINee forever kings #Shawol,633,441,shinee forever kings #shawol,0.0,netral
429,2023-12-16,stayforever,Itzy charisma is no joke #MIDZY,903,193,itzy charisma is no joke #midzy,0.0,netral
430,2023-12-22,shawol,Seventeen world tour is amazing! #CARAT,518,210,seventeen world tour is amazing! #carat,0.7500000000000001,positif
431,2023-11-01,oncefan,Itzy charisma is no joke #MIDZY,294,56,itzy charisma is no joke #midzy,0.0,netral
432,2023-06-05,stayforever,LOONA legends #Orbit,60,125,loona legends #orbit,0.0,netral
433,2023-03-11,midzy,BIGBANG changed KPOP industry #VIP,423,217,bigbang changed kpop industry #vip,0.0,netral
434,2023-02-26,shawol,BLACKPINK just dropped a new MV 🔥 #KPOP,974,133,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
435,2023-08-24,vipfan,Twice performance is so powerful #ONCE,537,102,twice performance is so powerful #once,0.3,positif
436,2023-01-09,moaarmy,I love BTS so much! KPOP forever 💜,953,194,i love bts so much! kpop forever 💜,0.375,positif
437,2023-12-05,neverland,Stray Kids are dominating the stage! #STAY,684,237,stray kids are dominating the stage! #stay,0.0,netral
438,2023-03-19,vipfan,Red Velvet vocals are insane 🎶 #ReVeluv,800,357,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
439,2023-10-19,neverland,BIGBANG changed KPOP industry #VIP,431,27,bigbang changed kpop industry #vip,0.0,netral
440,2023-02-07,midzy,I love BTS so much! KPOP forever 💜,572,325,i love bts so much! kpop forever 💜,0.375,positif
441,2023-01-20,armyblink,NCT comeback soon! Can't wait 😍,813,168,nct comeback soon! can't wait 😍,0.0,netral
442,2023-09-04,oncefan,BLACKPINK just dropped a new MV 🔥 #KPOP,57,391,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
443,2023-04-01,reveluv,Itzy charisma is no joke #MIDZY,430,306,itzy charisma is no joke #midzy,0.0,netral
444,2023-11-09,moaarmy,SHINee forever kings #Shawol,272,496,shinee forever kings #shawol,0.0,netral
445,2023-05-17,shawol,"Enhypen growing so fast, proud! #ENGENE",1000,88,"enhypen growing so fast, proud! #engene",0.6,positif
446,2023-07-07,shawol,Stray Kids are dominating the stage! #STAY,978,179,stray kids are dominating the stage! #stay,0.0,netral
447,2023-09-10,buddyfan,Twice performance is so powerful #ONCE,955,197,twice performance is so powerful #once,0.3,positif
448,2023-12-20,blinkqueen,BLACKPINK in your area! 💖,58,495,blackpink in your area! 💖,0.0,netral
449,2023-09-18,armyblink,LE SSERAFIM slaying stages #FEARLESS,942,69,le sserafim slaying stages #fearless,0.0,netral
450,2023-04-10,shawol,BLACKPINK in your area! 💖,331,43,blackpink in your area! 💖,0.0,netral
451,2023-05-17,neverland,GFriend songs always touch my heart 💕,871,87,gfriend songs always touch my heart 💕,0.0,netral
452,2023-05-05,armyblink,TXT are the future of KPOP 💙,677,471,txt are the future of kpop 💙,0.0,netral
453,2023-04-12,shawol,Red Velvet vocals are insane 🎶 #ReVeluv,333,165,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
454,2023-03-11,orbitluv,BLACKPINK just dropped a new MV 🔥 #KPOP,193,467,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
455,2023-01-22,fearless,Seventeen world tour is amazing! #CARAT,221,41,seventeen world tour is amazing! #carat,0.7500000000000001,positif
456,2023-03-08,caratdiamond,Seventeen world tour is amazing! #CARAT,627,136,seventeen world tour is amazing! #carat,0.7500000000000001,positif
457,2023-05-19,buddyfan,GFriend songs always touch my heart 💕,343,104,gfriend songs always touch my heart 💕,0.0,netral
458,2023-07-27,neverland,Stray Kids are dominating the stage! #STAY,504,233,stray kids are dominating the stage! #stay,0.0,netral
459,2023-11-14,armylover,Idle rising so strong #Neverland,549,438,idle rising so strong #neverland,0.43333333333333335,positif
460,2023-01-28,armylover,BLACKPINK just dropped a new MV 🔥 #KPOP,881,155,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
461,2023-01-18,engene,LOONA legends #Orbit,349,385,loona legends #orbit,0.0,netral
462,2023-12-05,oncefan,I love BTS so much! KPOP forever 💜,404,405,i love bts so much! kpop forever 💜,0.375,positif
463,2023-05-01,neverland,BTS x BLACKPINK collab dream? 😱,659,400,bts x blackpink collab dream? 😱,0.0,netral
464,2023-12-10,engene,Idle rising so strong #Neverland,620,167,idle rising so strong #neverland,0.43333333333333335,positif
465,2023-11-04,moaarmy,Idle rising so strong #Neverland,729,256,idle rising so strong #neverland,0.43333333333333335,positif
466,2023-03-21,fearless,BTS x BLACKPINK collab dream? 😱,203,256,bts x blackpink collab dream? 😱,0.0,netral
467,2023-09-08,stayforever,Red Velvet vocals are insane 🎶 #ReVeluv,270,51,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
468,2023-05-01,neverland,LOONA legends #Orbit,405,172,loona legends #orbit,0.0,netral
469,2023-07-02,armylover,BLACKPINK just dropped a new MV 🔥 #KPOP,722,81,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
470,2023-06-24,fearless,Itzy charisma is no joke #MIDZY,320,430,itzy charisma is no joke #midzy,0.0,netral
471,2023-09-03,orbitluv,SHINee forever kings #Shawol,470,333,shinee forever kings #shawol,0.0,netral
472,2023-10-23,oncefan,LOONA legends #Orbit,435,249,loona legends #orbit,0.0,netral
473,2023-12-14,caratdiamond,BIGBANG changed KPOP industry #VIP,823,349,bigbang changed kpop industry #vip,0.0,netral
474,2023-02-06,oncefan,"Enhypen growing so fast, proud! #ENGENE",790,137,"enhypen growing so fast, proud! #engene",0.6,positif
475,2023-10-17,armylover,BLACKPINK in your area! 💖,559,122,blackpink in your area! 💖,0.0,netral
476,2023-08-24,orbitluv,Itzy charisma is no joke #MIDZY,990,36,itzy charisma is no joke #midzy,0.0,netral
477,2023-04-23,moaarmy,GFriend songs always touch my heart 💕,118,229,gfriend songs always touch my heart 💕,0.0,netral
